Series Name,Series Code,Level,Level2,Country Name,Country Code,YR1999 [YR1999],YR2000 [YR2000],YR2001 [YR2001],YR2002 [YR2002],YR2003 [YR2003],YR2004 [YR2004],YR2005 [YR2005],YR2006 [YR2006],YR2007 [YR2007],YR2008 [YR2008],YR2009 [YR2009],YR2010 [YR2010],YR2011 [YR2011],YR2012 [YR2012],YR2013 [YR2013],YR2014 [YR2014],YR2015 [YR2015],YR2016 [YR2016],YR2017 [YR2017],YR2018 [YR2018],YR2019 [YR2019]
Number of branches,FA.MIX.BRCH,Costa Rica,,FUDECOSUR (101564),101564,..,..,..,..,..,..,..,..,..,1,1,1,2,2,2,2,2,..,2,2,..
Number of branches,FA.MIX.BRCH,Costa Rica,,Fundación Mujer (100742),100742,..,..,..,..,..,3,3,2,2,2,2,2,2,..,2,2,2,..,..,..,..
Number of branches,FA.MIX.BRCH,Costa Rica,,FUNDEBASE (101565),101565,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,1,1,..,1,1,..
Number of branches,FA.MIX.BRCH,Costa Rica,,FUNDECO (100228),100228,..,..,..,..,..,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Costa Rica,,FUNDECOCA (100204),100204,..,..,..,..,..,1,1,1,47,1,1,50,53,53,1,1,1,..,1,1,..
Number of branches,FA.MIX.BRCH,Costa Rica,,GRAMEEN COSTA RICA (102121),102121,..,..,..,..,..,..,..,..,3,5,5,5,..,..,4,7,10,10,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,ALNAP (120095),120095,..,..,..,..,..,..,..,..,..,..,..,46,47,50,52,54,54,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,Banco ADEMI (100347),100347,..,..,..,..,24,29,29,30,35,35,40,43,45,48,56,63,67,73,73,74,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,Banco ADOPEM (100753),100753,..,..,..,..,..,14,15,19,25,33,34,36,43,51,52,56,70,74,..,74,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,BANFONDESA (100285),100285,..,..,..,..,..,..,..,..,..,..,..,34,40,41,..,52,..,58,..,59,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,CDD (120098),120098,..,..,..,..,..,..,..,..,..,..,..,4,4,4,4,4,4,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,COOP-ASPIRE (100319),100319,..,..,..,..,..,..,..,..,..,10,11,10,11,12,12,15,19,..,..,29,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,Crédito Amigo - Banco BHD León (120105),120105,..,..,..,..,..,..,..,..,..,..,..,11,10,10,6,6,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,ECLOF - Dominicana (120101),120101,..,..,..,..,..,..,..,..,..,..,..,7,7,7,7,7,7,..,7,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,FDD (101431),101431,..,..,..,..,..,..,..,..,8,10,10,10,..,..,12,12,12,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,FIHOGAR (176351),176351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,FONDAGRO (169026),169026,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,Fundación Esperanza (101856),101856,..,..,..,..,..,..,..,7,7,8,..,9,10,10,9,9,9,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,Fundación San Miguel (101778),101778,..,..,..,..,..,..,2,2,3,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,FUNDAPEC (169071),169071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,2,2,2,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,Motor Crédito (170671),170671,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,MUDE - DOM (120104),120104,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,9,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,SURFUTURO (120102),120102,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,TUMUJER (120097),120097,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Dominican Republic,,VisionFund - DOM (115591),115591,..,..,..,..,..,..,..,..,..,..,6,..,8,8,8,8,8,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,Banco COOPNACIONAL (101623),101623,..,..,..,..,..,..,..,..,4,4,4,4,4,4,4,4,4,4,4,4,..
Number of branches,FA.MIX.BRCH,Ecuador,,Banco D-Miro (100397),100397,..,..,..,..,..,3,3,3,8,10,14,14,14,14,14,14,14,13,13,13,..
Number of branches,FA.MIX.BRCH,Ecuador,,Banco Solidario (100298),100298,..,..,..,..,38,38,34,39,39,25,27,30,37,41,74,68,57,54,53,55,..
Number of branches,FA.MIX.BRCH,Ecuador,,Banco VisionFund Ecuador (100441),100441,..,..,..,..,..,..,4,4,4,10,11,11,12,12,15,16,16,16,17,17,..
Number of branches,FA.MIX.BRCH,Ecuador,,BANCODESARROLLO (100190),100190,..,..,..,..,..,..,12,12,12,12,15,15,15,16,17,16,16,19,20,20,..
Number of branches,FA.MIX.BRCH,Ecuador,,CACMU (101735),101735,..,..,..,..,..,..,..,1,3,3,3,4,5,7,7,8,8,8,8,8,..
Number of branches,FA.MIX.BRCH,Ecuador,,CACPE Pastaza (115835),115835,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,11,11,13,..
Number of branches,FA.MIX.BRCH,Ecuador,,CACPE Yantzaza (101481),101481,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,CACPE ZAMORA (170163),170163,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,10,11,11,11,..
Number of branches,FA.MIX.BRCH,Ecuador,,CACPECO Ltda. (116371),116371,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,14,15,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,CCC (100583),100583,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Number of branches,FA.MIX.BRCH,Ecuador,,CEPESIU (100667),100667,..,..,..,..,..,2,3,3,3,3,3,3,3,3,3,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,CESOL ACJ (100559),100559,..,..,..,..,..,..,..,2,3,3,3,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC 23 de Julio (115848),115848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,14,14,13,13,12,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC 29 de Octubre (152758),152758,..,..,..,..,..,..,..,..,..,..,..,..,..,35,34,34,34,34,34,34,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC 4 de Octubre (102438),102438,..,..,..,..,..,..,..,..,..,5,6,6,7,8,8,8,8,8,8,8,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC 9 DE OCTUBRE LTDA. (115839),115839,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Acción Rural (100570),100570,..,..,..,..,..,8,8,8,9,9,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Alianza Minas (178529),178529,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Ambato (102462),102462,..,..,..,..,..,..,..,..,..,5,7,7,7,8,8,9,9,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Artesanos (101737),101737,..,..,..,..,..,..,..,8,9,9,9,10,10,10,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Atuntaqui (115223),115223,..,..,..,..,..,..,..,..,..,..,7,7,9,9,9,9,9,9,9,9,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Chibuleo (143222),143222,..,..,..,..,..,..,..,..,..,..,..,..,7,7,7,7,7,7,7,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Chone (101638),101638,..,..,..,..,..,..,..,3,3,3,3,3,3,3,3,3,4,4,4,4,..
Number of branches,FA.MIX.BRCH,Ecuador,,"COAC Construcción, Comercio y Producción (172802)",172802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Esperanza y Progreso del Valle (102202),102202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Fernando Daquilema (102437),102437,..,..,..,..,..,..,..,..,4,5,6,7,8,8,9,9,11,12,15,15,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Fondvida (101799),101799,..,..,..,..,..,..,..,2,2,2,2,2,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Guaranda (115840),115840,..,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3,3,3,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Huaycopungo (101738),101738,..,..,..,..,..,..,..,1,1,1,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Jardín Azuayo (100389),100389,..,..,..,..,15,20,20,22,25,25,30,30,30,31,36,42,44,44,44,48,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC JEP (101621),101621,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Kullki Wasi (101640),101640,..,..,..,..,..,..,..,4,6,7,7,8,8,8,8,8,8,8,8,8,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC La Benéfica (102350),102350,..,..,..,..,..,..,..,1,2,3,3,3,3,3,3,3,3,3,3,4,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC La Merced (100432),100432,..,..,..,..,4,5,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Lucha Campesina (168987),168987,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Luz del Valle (101639),101639,..,..,..,..,..,..,..,8,9,9,10,10,11,11,11,11,12,14,14,14,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Mego (102259),102259,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Minga (104112),104112,..,..,..,..,..,..,..,..,2,3,3,6,7,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Mushuc Runa (100730),100730,..,..,..,..,..,..,6,8,8,8,8,9,9,9,9,9,8,8,9,12,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Nueva Huancavilca (143223),143223,..,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3,3,3,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Oscus (102260),102260,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,12,14,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Pablo Muñoz Vega (115853),115853,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,7,7,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Padre Julian Lorente (172803),172803,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,10,10,10,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Padre Vicente (104191),104191,..,..,..,..,..,..,..,..,1,2,2,2,2,2,2,3,3,3,3,3,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Pallatanga (104113),104113,..,..,..,..,..,..,..,..,2,2,2,1,2,2,2,2,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC POLICIA NACIONAL (176643),176643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,27,28,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Riobamba (115856),115856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,12,12,12,12,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Sac Aiet (100530),100530,..,..,..,..,5,5,5,5,6,3,3,5,5,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC San Antonio (102182),102182,..,..,..,..,..,..,..,1,1,1,1,2,3,3,3,3,3,3,3,3,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC San Gabriel (102272),102272,..,..,..,..,..,..,..,3,3,3,3,4,6,6,6,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC San José (100596),100596,..,..,..,..,3,4,4,5,5,5,6,6,7,7,7,7,7,7,7,7,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC San Juan de Cotogchoa (178530),178530,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Santa Ana (102196),102196,..,..,..,..,..,..,..,1,1,1,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Santa Anita (101739),101739,..,..,..,..,..,..,..,2,2,4,5,5,6,6,6,6,6,6,6,6,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Textil 14 de Marzo (178531),178531,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Tulcan (115855),115855,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,7,8,8,8,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Unión Popular (101736),101736,..,..,..,..,..,..,..,2,2,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,COAC Virgen del Cisne (147887),147887,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,6,9,11,..
Number of branches,FA.MIX.BRCH,Ecuador,,COCA (170146),170146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,Coop. Maquita Cushunchic Ltda (100548),100548,..,..,..,..,2,5,5,5,5,5,5,8,8,8,9,9,9,9,9,9,..
Number of branches,FA.MIX.BRCH,Ecuador,,COOPROGRESO (101440),101440,..,..,..,..,..,..,..,13,18,19,19,21,23,23,23,23,23,24,24,25,..
Number of branches,FA.MIX.BRCH,Ecuador,,ECLOF - ECU (100576),100576,..,..,..,..,1,..,..,1,1,1,1,1,..,..,..,..,..,..,0,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,FACES (101630),101630,..,..,..,..,..,..,..,4,4,2,3,5,6,7,8,9,11,13,14,17,..
Number of branches,FA.MIX.BRCH,Ecuador,,FED (100246),100246,..,..,..,..,22,22,22,30,30,30,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,FINCA - ECU (100482),100482,..,..,..,..,..,8,8,9,10,10,10,10,10,..,27,14,14,12,12,12,..
Number of branches,FA.MIX.BRCH,Ecuador,,Fundación Alternativa (100774),100774,..,..,..,..,..,5,2,2,3,4,5,6,7,8,10,12,12,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,Fundación Espoir (100214),100214,..,..,..,..,..,6,4,7,7,16,19,19,21,25,25,24,23,22,21,21,..
Number of branches,FA.MIX.BRCH,Ecuador,,FUNDAMIC (100892),100892,..,..,..,..,..,..,2,2,2,2,2,2,2,3,3,3,3,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,INSOTEC (100465),100465,..,..,..,..,..,5,5,5,5,5,5,5,6,8,8,9,9,9,14,22,..
Number of branches,FA.MIX.BRCH,Ecuador,,Pichincha Microfinanzas (100565),100565,..,..,..,..,21,21,57,66,105,107,100,104,124,..,313,171,296,255,268,152,..
Number of branches,FA.MIX.BRCH,Ecuador,,ProCredit - ECU (100584),100584,..,..,..,..,..,10,12,18,27,31,37,35,40,41,39,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,SAC PELILEO (178017),178017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,UCADE Ambato (101093),101093,..,..,..,..,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Number of branches,FA.MIX.BRCH,Ecuador,,UCADE Guaranda (101091),101091,..,..,..,..,..,..,..,2,2,3,3,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Ecuador,,UCADE Latacunga (101090),101090,..,..,..,..,..,..,..,3,3,3,3,3,3,3,2,1,1,1,1,1,..
Number of branches,FA.MIX.BRCH,Ecuador,,UCADE Santo Domingo (101094),101094,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Number of branches,FA.MIX.BRCH,El Salvador,,AMC de R.L. (100222),100222,..,..,..,..,9,9,14,14,17,17,17,18,17,17,17,14,14,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,Apoyo Integral (100749),100749,..,..,..,..,12,15,20,20,23,25,25,25,25,29,29,30,26,26,26,26,..
Number of branches,FA.MIX.BRCH,El Salvador,,ASEI (100769),100769,..,..,..,..,4,5,4,4,4,4,4,4,5,6,6,8,9,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,Asociacion El Balsamo (101546),101546,..,..,..,..,..,..,..,..,1,1,2,3,3,3,3,2,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,BANCOFIT (100519),100519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,BANCOVI (100761),100761,..,..,..,..,4,8,9,8,10,10,10,10,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,Caja Olocuilta (100693),100693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,CCAMETRO (100486),100486,..,..,..,..,..,..,..,..,6,6,6,6,6,6,5,5,6,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,Credicampo (100310),100310,..,..,..,..,..,3,3,3,3,4,4,4,5,6,10,10,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,ENLACE (100502),100502,..,..,..,..,..,6,7,6,8,8,8,11,10,11,11,11,11,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,FADEMYPE (101554),101554,..,..,..,..,..,..,..,3,3,3,3,2,2,2,2,2,2,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,FINCA - SLV (102099),102099,..,..,..,..,..,..,..,5,9,11,5,7,9,..,..,11,11,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,Fomenta (169020),169020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,FUNSALDE (100373),100373,..,..,..,..,..,2,2,2,2,2,2,2,4,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,Genesiss (100800),100800,..,..,..,..,5,..,3,3,3,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,Mentors - SLV (102499),102499,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,MICREDITO El Salvador (101608),101608,..,..,..,..,..,..,..,..,..,5,4,4,3,3,3,3,..,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,Optima (169021),169021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,7,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,PADECOMSMCREDITO (101612),101612,..,..,..,..,..,..,2,2,4,4,5,6,6,6,6,6,6,..,..,..,..
Number of branches,FA.MIX.BRCH,El Salvador,,ProCredit - SLV (100428),100428,..,..,..,..,..,22,23,30,37,44,51,42,41,..,11,3,3,3,..,..,..
Number of branches,FA.MIX.BRCH,Grenada,,Caribbean Microfinance - GRD (100198),100198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Grenada,,GPSCU (115879),115879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,ADEL-IXCAN (169017),169017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,ADICLA (105702),105702,..,..,..,..,..,..,..,..,..,..,4,4,4,..,..,..,3,3,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,AGUDESA (100184),100184,..,..,..,..,..,3,..,4,4,3,5,5,5,5,5,5,7,..,10,11,..
Number of branches,FA.MIX.BRCH,Guatemala,,ASDIR-CREDIGUATE (100364),100364,..,..,..,..,..,0,2,3,4,5,5,5,5,8,10,10,10,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,Asociación Raíz (100318),100318,..,..,..,..,..,..,19,21,22,25,..,26,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,Asociación SHARE (101614),101614,..,..,..,..,..,..,..,..,..,10,12,15,..,6,7,7,22,..,25,28,..
Number of branches,FA.MIX.BRCH,Guatemala,,AYNLA (100238),100238,..,..,..,..,..,3,3,3,7,7,6,..,6,6,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,BanCafé MIPYME (101071),101071,..,..,..,..,..,..,78,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,CARE - GTM (113960),113960,..,..,..,..,..,..,..,..,..,..,3,5,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,Compartamos - GTM (150386),150386,..,..,..,..,..,..,..,..,..,..,..,..,..,18,28,28,31,45,60,58,..
Number of branches,FA.MIX.BRCH,Guatemala,,COOPEDEL R.L (170442),170442,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,..,2,1,..
Number of branches,FA.MIX.BRCH,Guatemala,,CRYSOL (100137),100137,..,..,..,..,..,4,3,3,4,4,4,4,4,4,4,3,2,..,2,2,..
Number of branches,FA.MIX.BRCH,Guatemala,,FAFIDESS (100356),100356,..,..,..,..,..,8,8,9,9,9,8,5,6,6,7,7,18,..,22,24,..
Number of branches,FA.MIX.BRCH,Guatemala,,FAPE (100651),100651,..,..,..,..,..,1,1,1,1,1,1,1,1,1,1,1,2,..,2,2,..
Number of branches,FA.MIX.BRCH,Guatemala,,FIACG (101486),101486,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,1,1,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,FINCA - GTM (100738),100738,..,..,..,..,3,..,7,11,12,17,23,23,29,..,..,..,31,31,29,34,..
Number of branches,FA.MIX.BRCH,Guatemala,,FONDESOL (101782),101782,..,..,..,..,..,..,5,6,6,9,10,14,17,25,..,..,29,28,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,Friendship Bridge (100367),100367,..,..,..,..,..,5,6,5,7,..,..,..,6,6,7,8,7,..,7,7,..
Number of branches,FA.MIX.BRCH,Guatemala,,Fundación MICROS (100484),100484,..,..,..,..,..,3,5,4,5,5,3,2,2,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,Fundación Progresar - Guatemala (170443),170443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,FUNDEA (100672),100672,..,..,..,..,..,..,23,19,19,20,20,23,25,28,30,26,29,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,FUNDEMIX (101561),101561,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,FUNDESPE (100398),100398,..,..,..,..,..,..,6,5,5,6,5,5,5,5,5,5,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,Génesis Empresarial (100655),100655,..,..,..,..,..,43,47,53,53,55,58,60,63,98,59,96,87,86,84,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,Mentors - GTM (102514),102514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,MUDE (100801),100801,..,..,..,..,..,..,..,..,3,4,4,5,5,3,3,3,2,..,2,..,..
Number of branches,FA.MIX.BRCH,Guatemala,,REFICOM RL (100293),100293,..,..,..,..,..,11,11,12,15,13,13,14,14,14,14,15,15,..,16,16,..
Number of branches,FA.MIX.BRCH,Haiti,,ACME (100099),100099,..,..,..,..,..,6,9,..,..,18,22,22,27,29,..,..,..,30,..,..,..
Number of branches,FA.MIX.BRCH,Haiti,,FINCA - HTI (100165),100165,..,..,..,..,4,4,..,6,6,9,10,8,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Haiti,,Fondespoir (100167),100167,..,..,..,..,..,..,..,6,6,..,..,..,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Haiti,,Fonkoze (100472),100472,..,..,..,..,..,..,14,17,17,22,17,19,..,..,..,..,..,..,..,..,..
Number of branches,FA.MIX.BRCH,Haiti,,"Fonkoze Financial Services, S.A. (SFF) (101072)",101072,..,..,..,..,..,..,..,..,30,17,24,24,37,..,46,45,45,45,44,44,..
Number of branches,FA.MIX.BRCH,Haiti,,MCN (100185),100185,..,..,..,..,..,..,14,19,22,17,20,20,22,27,30,33,35,39,43,43,..
Number of branches,FA.MIX.BRCH,Haiti,,Palmis Mikwofinans Sosyal (104021),104021,..,..,..,..,..,..,..,..,..,..,..,6,..,..,7,7,10,..,..,..,..
Number of branches,FA.MIX.BRCH,Haiti,,SOGESOL (100177),100177,..,..,..,..,..,10,13,17,17,18,18,18,17,18,22,22,23,23,17,17,..
Number of branches,FA.MIX.BRCH,Guyana,,IPED Guyana (144171),144171,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,11,13,13,13,13,..
Number of branches,FA.MIX.BRCH,Honduras,,ADEPES (101537),101537,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,2,2,..,2,2,..
Number of branches,FA.MIX.BRCH,Honduras,,ADICH (100520),100520,..,..,..,..,..,..,3,4,5,5,5,5,5,5,5,5,5,..,5,..,..
Number of branches,FA.MIX.BRCH,Honduras,,ADRA Honduras (102100),102100,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,..,4,4,..
Number of branches,FA.MIX.BRCH,Honduras,,AHSETFIN (115894),115894,..,..,..,..,..,..,..,..,..,..,..,..,2,2,2,3,3,..,3,4,..
Number of branches,FA.MIX.BRCH,Honduras,,AMC Honduras (170668),170668,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,..,6,7,..
Number of branches,FA.MIX.BRCH,Honduras,,Banco Popular (100333),100333,..,..,..,..,..,..,24,25,30,24,22,22,22,25,25,25,23,23,26,28,..
